PosX,PosY,PosZ,Q1,Q2,Q3,Q4,
16.38, 0.77, 20.02,0.19135, -0.25187, 0.17544, -0.93229,8.713019,
16.38, 0.77, 20.02,0.19130, -0.25160, 0.17558, -0.93235,9.062051,
16.38, 0.77, 20.02,0.19149, -0.24982, 0.17580, -0.93275,9.406438,
16.38, 0.77, 20.02,0.19203, -0.24977, 0.17872, -0.93209,9.750887,
16.39, 0.77, 20.02,0.20518, -0.25613, 0.19633, -0.92399,10.09233,
16.35, 0.85, 20.03,0.20069, -0.24199, 0.40243, -0.85977,10.4372,
16.36, 0.86, 20.03,0.20042, -0.21517, 0.39378, -0.87090,10.78299,
16.37, 0.89, 20.02,0.26184, -0.18909, 0.40039, -0.85754,11.12429,
16.36, 0.88, 19.98,0.31516, -0.18042, 0.36525, -0.85715,11.47719,
16.32, 0.90, 19.95,0.27415, -0.18369, 0.39920, -0.85542,11.82213,
16.31, 0.96, 20.01,0.25333, -0.19111, 0.41917, -0.85064,12.1768,
16.31, 1.04, 20.08,0.15420, -0.20242, 0.43785, -0.86229,12.51241,
16.24, 1.22, 20.24,0.10388, -0.30947, 0.56373, -0.75872,12.86715,
16.13, 1.32, 20.38,-0.21242, 0.68415, -0.56191, 0.41362,13.2101,
16.02, 1.59, 20.70,-0.35094, 0.77774, -0.51379, -0.08934,13.56468,
16.18, 1.75, 21.11,-0.14547, 0.72953, -0.26585, -0.61314,13.89804,
16.17, 1.78, 21.42,-0.03309, 0.62621, -0.16814, -0.76059,14.24852,
16.00, 1.78, 21.71,0.02201, 0.59454, -0.15153, -0.78935,14.59275,
15.81, 1.78, 21.97,-0.12959, 0.58598, -0.16906, -0.78182,14.93764,
15.61, 1.74, 22.25,-0.24257, 0.61492, -0.23552, -0.71244,15.28215,
15.36, 1.67, 22.48,-0.35561, 0.57998, -0.36610, -0.63493,15.62683,
15.10, 1.69, 22.77,-0.31641, 0.63861, -0.35237, -0.60655,15.97061,
14.83, 1.69, 22.99,-0.27741, 0.68234, -0.33894, -0.58531,16.31528,
14.59, 1.72, 23.14,-0.25671, 0.70168, -0.37622, -0.54791,16.65897,
14.37, 1.68, 23.16,-0.25400, 0.72034, -0.43678, -0.47521,17.003,
14.23, 1.68, 23.14,-0.20079, 0.74977, -0.50159, -0.38202,17.34668,
14.09, 1.66, 23.12,-0.22121, 0.75463, -0.53175, -0.31440,17.69124,
13.98, 1.67, 23.01,-0.17414, 0.79482, -0.48728, -0.31702,18.03551,
13.92, 1.72, 22.81,-0.11710, 0.83122, -0.41573, -0.35005,18.38515,
13.83, 1.72, 22.70,-0.13092, 0.82282, -0.41410, -0.36655,18.72176,
13.67, 1.72, 22.61,-0.12297, 0.83109, -0.41418, -0.35017,19.06889,
13.52, 1.70, 22.57,-0.17963, 0.76321, -0.48379, -0.38883,19.41776,
13.41, 1.69, 22.49,-0.24386, 0.70104, -0.47761, -0.47007,19.75438,
13.36, 1.69, 22.34,-0.32598, 0.65100, -0.45406, -0.51358,20.12912,
13.36, 1.69, 22.27,-0.33345, 0.65400, -0.44768, -0.51056,20.4795,
13.40, 1.69, 22.28,-0.39262, 0.64782, -0.45304, -0.47004,20.82343,
13.40, 1.73, 22.28,-0.25867, 0.70898, -0.29253, -0.58725,21.23998,
13.36, 1.81, 22.27,-0.17377, 0.79756, -0.20095, -0.54160,21.58962,
13.47, 1.85, 22.27,0.07235, 0.83710, 0.02736, -0.54156,21.93389,
13.60, 1.79, 22.27,0.26938, 0.80091, 0.16258, -0.50945,22.27826,
13.57, 1.88, 22.19,0.31827, 0.85917, -0.07664, -0.39326,22.62228,
13.42, 1.86, 22.06,0.12250, 0.95025, -0.25607, -0.12821,22.96682,
13.32, 1.87, 21.97,0.01832, 0.96844, -0.24644, 0.03239,23.31133,
13.19, 1.73, 21.92,-0.22651, 0.94123, -0.21322, 0.13156,23.65572,
13.13, 1.48, 21.99,-0.43016, 0.86483, -0.24295, 0.08949,23.99944,
13.10, 1.37, 22.06,-0.47631, 0.82857, -0.29422, -0.00636,24.34383,
