PosX,PosY,PosZ,Q1,Q2,Q3,Q4,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,18.90673,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,19.25267,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,19.59661,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,19.94077,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,20.28718,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,20.63213,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,20.9784,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,21.32289,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,21.66735,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,22.00858,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,22.35316,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,22.69974,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,23.62087,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,23.96581,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,24.31207,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,24.65832,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,24.99517,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,25.34317,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,25.68832,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,26.03158,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,26.37588,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,26.7203,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,27.06468,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,27.40884,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,27.75297,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,28.09729,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,28.44166,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,28.78594,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,29.13019,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,29.4746,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,29.81912,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,30.16316,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,30.50741,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,30.85165,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,31.19592,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,31.54021,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,31.88503,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,32.22894,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,32.57281,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,32.91796,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,33.26165,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,33.60594,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,33.95014,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,34.2953,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,34.63873,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,34.98309,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,35.32747,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,35.67193,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,36.01461,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,36.36028,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,36.70455,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,37.04882,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,37.39313,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,37.73743,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,38.08173,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,38.42616,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,38.77021,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,39.11454,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,39.45895,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,39.80317,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,40.14737,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,40.49167,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,40.83618,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,41.18031,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,41.52473,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,41.86877,
15.01, 0.01, 25.02,0.00000, 0.00000, 0.00000, 1.00000,42.21317,
